,Phone Name,RAM,ROM,Back Camera,Front_Camera,Battery,Processor,Price
211,"realme C25s (Watery Blue, 64 GB)",4,64,13,8,6000 mAh,MediaTek Helio G85 Processor,"₹8,999"
212,"realme C55 (Rainy Night / Black, 128 GB)",8,128,64,8,5000 mAh,Helio G88 Processor,"₹15,499"
213,"realme Narzo 30 (Racing Blue, 64 GB)",4,64,48,16,5000 mAh,MediaTek Helio G95 Processor,"₹10,499"
214,"realme C25s (Watery Grey, 64 GB)",4,64,13,8,6000 mAh,MediaTek Helio G85 Processor,"₹8,999"
215,"realme C35 (Glowing Green, 128 GB)",6,128,50,8,5000 mAh,Unisoc Tiger T616 Processor,"₹11,699"
216,"realme Narzo 50i (Mint Green, 64 GB)",4,64,8,5,5000 mAh,SC9863A Processor,"₹8,910"
217,"realme C35 (Glowing Black, 128 GB)",6,128,50,8,5000 mAh,Unisoc Tiger T616 Processor,"₹11,699"
218,"realme X3 SuperZoom (Arctic White, 256 GB)",8,256,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹14,999"
219,"realme GT 2 (Paper Green, 128 GB)",8,128,50,16,5000 mAh,Qualcomm Snapdragon 888 Processor,"₹23,999"
220,"realme C11 2021 (Cool Blue, 32 GB)",2,32,8,5,5000 mAh,Octa-core Processor,"₹7,499"
221,"realme X3 SuperZoom (Glacier Blue, 256 GB)",12,256,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹17,999"
222,"realme GT 2 (Paper Green, 256 GB)",12,256,50,16,5000 mAh,Qualcomm Snapdragon 888 Processor,"₹27,999"
223,"realme Narzo 30 (Racing Blue, 64 GB)",6,64,48,16,5000 mAh,MediaTek Helio G95 Processor,"₹11,499"
224,"realme Narzo 30 (Racing Silver, 64 GB)",6,64,48,16,5000 mAh,MediaTek Helio G95 Processor,"₹11,499"
225,"realme Narzo 30 (Racing Silver, 64 GB)",4,64,48,16,5000 mAh,MediaTek Helio G95 Processor,"₹10,499"
226,"realme 8i (Space Black, 128 GB)",6,128,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹17,999"
227,"realme C11 2021 (Cool Grey, 32 GB)",2,32,8,5,5000 mAh,Octa-core Processor,"₹7,499"
228,"realme Narzo 30 Pro 5G (Sword Black, 128 GB)",8,128,48,16,5000 mAh,MediaTek Dimensity 800U Processor,"₹15,999"
229,"realme X3 SuperZoom (Arctic White, 256 GB)",12,256,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹17,999"
230,"realme X3 SuperZoom (Glacier Blue, 256 GB)",8,256,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹14,999"
231,"realme 8i (Space Purple, 64 GB)",4,64,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹11,499"
232,"realme Narzo 30 Pro 5G (Sword Black, 64 GB)",6,64,48,16,5000 mAh,MediaTek Dimensity 800U Processor,"₹12,999"
233,"realme X3 SuperZoom (Arctic White, 128 GB)",8,128,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹12,999"
234,"realme 9i (Prism Black, 64 GB)",4,64,50,16,5000 mAh,Qualcomm Snapdragon 680 (SM6225) Processor,"₹11,999"
235,"realme 9i (Prism Black, 128 GB)",4,128,50,16,5000 mAh,Qualcomm Snapdragon 680 (SM6225) Processor,"₹13,499"
236,"realme C30s (Stripe Black, 64 GB)",4,64,8,5,5000 mAh,Unisoc SC9863A/ Unisoc SC9863A1 Processor,"₹8,499"
237,"realme Narzo 50A (Oxygen Blue, 64 GB)",4,64,50,8,6000 mAh,MediaTek Helio G85 Processor,"₹11,499"
238,"realme 8 (Cyber Black, 128 GB)",8,128,64,16,5000 mAh,MediaTek Helio G95 Processor,"₹15,499"
239,"realme 10 (Clash - White, 128 GB)",8,128,50,16,5000 mAh,Mediatek Helio G99 Octa Core Processor,"₹17,999"
240,"realme 9 Pro+ 5G (Midnight Black, 128 GB)",8,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹19,999"
241,"realme 9 5G (Supersonic Black, 64 GB)",4,64,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹13,499"
242,"realme Narzo 50A (Oxygen Green, 128 GB)",4,128,50,8,6000 mAh,MediaTek Helio G85 Processor,"₹11,495"
243,"realme 9 5G (Meteor Black, 64 GB)",4,64,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹13,499"
244,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",2,32,8,5,5000 mAh,Unisoc T612 Processor,"₹5,549"
245,"realme 9i (Prism Blue, 128 GB)",4,128,50,16,5000 mAh,Qualcomm Snapdragon 680 (SM6225) Processor,"₹13,499"
246,"realme 9 Pro+ 5G (Midnight Black, 256 GB)",8,256,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹21,999"
247,"realme Narzo 50A (Oxygen Green, 64 GB)",4,64,50,8,6000 mAh,MediaTek Helio G85 Processor,"₹12,490"
248,"realme GT Master Edition (Daybreak Blue, 256 GB)",8,256,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹24,999"
249,"realme GT Master Edition (Luna White, 256 GB)",8,256,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹24,999"
250,"realme 9 Pro+ 5G (Aurora Green, 256 GB)",8,256,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹21,999"
251,"realme C21 (Cross Blue, 64 GB)",4,64,13,5,5000 mAh,MediaTek Helio G35 Processor,"₹10,499"
252,"realme C21 (Cross Black, 64 GB)",4,64,13,5,5000 mAh,MediaTek Helio G35 Processor,"₹10,499"
253,"realme C21 (Cross Black, 32 GB)",3,32,13,5,5000 mAh,MediaTek Helio G35 Processor,"₹9,499"
254,"realme 9 Pro+ 5G (Sunrise Blue, 256 GB)",8,256,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹21,999"
255,"realme Narzo 50A Prime (Flash Blue, 64 GB)",4,64,50,8,5000 mAh,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹11,199"
256,"realme C30s (Stripe Blue, 64 GB)",4,64,8,5,5000 mAh,Unisoc SC9863A/ Unisoc SC9863A1 Processor,"₹9,290"
257,"realme GT Neo 3T (Dash Yellow, 128 GB)",6,128,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹34,999"
258,"realme GT Neo 3T (Drifting White, 256 GB)",8,256,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹38,999"
259,"realme C25_Y (Glacier Blue, 64 GB)",4,64,50,8,5000 mAh,Unisoc T618 Processor,"₹10,999"
260,"realme GT Neo 3T (Shade Black, 128 GB)",6,128,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹34,999"
261,"realme C25_Y (Metal Grey, 64 GB)",4,64,50,8,5000 mAh,Unisoc T618 Processor,"₹10,999"
262,"realme GT Neo 3T (Dash Yellow, 256 GB)",8,256,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹38,999"
263,"realme GT Neo 3T (Drifting White, 128 GB)",6,128,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹34,999"
264,"realme GT Neo 3T (Drifting White, 128 GB)",8,128,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹36,999"
265,"realme GT Neo 3T (Dash Yellow, 128 GB)",8,128,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹36,999"
266,"realme 9 Pro 5G (Midnight Black, 128 GB)",6,128,64,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹18,999"
267,"realme C25_Y (Metal Grey, 128 GB)",4,128,50,8,5000 mAh,Unisoc T618 Processor,"₹11,999"
268,"realme 8 5G (Supersonic Blue, 128 GB)",4,128,48,16,5000 mAh,MediaTek Dimensity 700 (MT6833) Processor,"₹16,499"
269,"realme 6 Pro (Lightning Orange, 64 GB)",6,64,64,16,4300 mAh,Snapdragon 720G Processor,"₹17,999"
270,"realme C25Y (Metal Grey, 64 GB)",4,64,50,8,5000 mAh,Unisoc T610 Octa Core Processor,"₹10,790"
271,"realme 3i (Diamond Black, 64 GB)",4,64,13,13,4230 mAh,MediaTek Helio P60 Octa Core 2.0 GHz Processor,"₹10,499"
272,"realme 3i (Diamond Red, 64 GB)",4,64,13,13,4230 mAh,MediaTek Helio P60 Octa Core 2.0 GHz Processor,"₹10,499"
273,"realme 3i (Diamond Black, 32 GB)",3,32,13,13,4230 mAh,MediaTek Helio P60 Octa Core 2.0 GHz Processor,"₹8,499"
274,"realme 3i (Diamond Blue, 32 GB)",3,32,13,13,4230 mAh,MediaTek Helio P60 Octa Core 2.0 GHz Processor,"₹8,499"
275,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",3,32,8,5,5000 mAh,Unisoc T612 Processor,"₹6,049"
276,"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)",3,32,8,5,5000 mAh,Unisoc T612 Processor,"₹6,049"
277,"realme GT 2 (Paper White, 256 GB)",12,256,50,16,5000 mAh,Qualcomm Snapdragon 888 Processor,"₹32,999"
278,"realme GT 2 (Steel Black, 256 GB)",12,256,50,16,5000 mAh,Qualcomm Snapdragon 888 Processor,"₹32,299"
279,"realme 9 (Sunburst Gold, 128 GB)",6,128,108,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,999"
280,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",3,32,8,5,5000 mAh,Unisoc T612 Processor,"₹6,049"
281,"realme 9 (Meteor Black, 128 GB)",8,128,108,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹17,999"
282,"realme C12 (Power Silver, 32 GB)",3,32,13,5,6000 mAh,Mediatek Helio G35 Processor,"₹10,999"
283,"realme C12 (Power Blue, 32 GB)",3,32,13,5,6000 mAh,Mediatek Helio G35 Processor,"₹10,999"
284,"realme X3 SuperZoom (Arctic White, 256 GB)",12,256,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹17,999"
285,"realme X3 SuperZoom (Glacier Blue, 256 GB)",8,256,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹14,999"
286,"realme X3 SuperZoom (Arctic White, 128 GB)",8,128,64,32,4200 mAh,Qualcomm Snapdragon 855+ Processor,"₹12,999"
287,"realme C20 (Cool Grey, 32 GB)",2,32,8,5,5000 mAh,MediaTek Helio G35 Processor,"₹7,499"
288,"realme 9 Pro+ 5G (Aurora Green, 128 GB)",6,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹17,999"
289,"realme 10 Pro+ 5G (Nebula Blue, 256 GB)",8,256,108,16,5000 mAh,Mediatek Dimensity 1080 5G Processor,"₹27,999"
290,"realme 10 Pro+ 5G (Hyperspace, 256 GB)",8,256,108,16,5000 mAh,Mediatek Dimensity 1080 5G Processor,"₹27,999"
291,"realme 10 Pro+ 5G (Dark Matter, 256 GB)",8,256,108,16,5000 mAh,Mediatek Dimensity 1080 5G Processor,"₹27,999"
292,"realme 8 (Cyber Silver, 128 GB)",6,128,64,16,5000 mAh,MediaTek Helio G95 Processor,"₹14,499"
293,"realme C20 (Cool Blue, 32 GB)",2,32,8,5,5000 mAh,MediaTek Helio G35 Processor,"₹7,499"
294,"realme 8 (Cyber Silver, 128 GB)",4,128,64,16,5000 mAh,MediaTek Helio G95 Processor,"₹13,499"
295,"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)",3,32,8,5,5000 mAh,Unisoc T612 Processor,"₹6,049"
296,"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)",2,32,8,5,5000 mAh,Unisoc T612 Processor,"₹5,549"
297,"realme Narzo 50A (Oxygen Blue, 128 GB)",4,128,50,8,6000 mAh,MediaTek Helio G85 Processor,"₹11,999"
298,"realme 9 5G (Supersonic Blue, 64 GB)",4,64,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹13,499"
299,"realme 9 5G (Stargaze White, 64 GB)",4,64,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹13,499"
300,"realme 9 Pro+ 5G (Midnight Black, 128 GB)",6,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹17,999"
301,"realme 9 Pro+ 5G (Sunrise Blue, 128 GB)",8,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹19,999"
302,"realme 9 Pro+ 5G (Midnight Black, 128 GB)",6,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹17,999"
303,"realme 9 Pro+ 5G (Sunrise Blue, 128 GB)",6,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹17,999"
304,"realme 9i (Prism Blue, 128 GB)",6,128,50,16,5000 mAh,Qualcomm Snapdragon 680 (SM6225) Processor,"₹14,499"
305,"realme 8 (Cyber Silver, 128 GB)",8,128,64,16,5000 mAh,MediaTek Helio G95 Processor,"₹15,499"
306,"realme 8 (Cyber Black, 128 GB)",6,128,64,16,5000 mAh,MediaTek Helio G95 Processor,"₹14,499"
307,"realme 9 Pro+ 5G (Aurora Green, 128 GB)",8,128,50,16,4500 mAh,Mediatek Dimensity 920 Processor,"₹19,999"
308,"realme GT Master Edition (Luna White, 128 GB)",8,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹22,999"
309,"realme GT Master Edition (Voyager Grey, 128 GB)",8,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹22,999"
310,"realme GT Master Edition (Luna White, 128 GB)",6,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹20,999"
311,"realme 9 5G (Stargaze White, 128 GB)",6,128,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹14,999"
312,"Realme C30 - Locked with Airtel Prepaid (Bamboo Green, 32 GB)",2,32,8,5,5000 mAh,Unisoc T612 Processor,"₹5,549"
313,"realme GT Master Edition (Cosmos Black, 256 GB)",8,256,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹24,999"
314,"realme GT Master Edition (Voyager Grey, 256 GB)",8,256,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹24,999"
315,"realme GT Master Edition (Cosmos Black, 128 GB)",8,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹22,999"
316,"realme GT Master Edition (Daybreak Blue, 128 GB)",8,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹22,999"
317,"realme GT Master Edition (Voyager Grey, 128 GB)",6,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹20,999"
318,"realme 9 5G (Meteor Black, 128 GB)",6,128,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹14,999"
319,"realme 9 5G (Supersonic Blue, 128 GB)",6,128,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹14,999"
320,"realme 9 5G (Supersonic Black, 128 GB)",6,128,48,16,5000 mAh,Mediatek Dimensity 810 Processor,"₹14,999"
321,"realme C21 (Cross Blue, 32 GB)",3,32,13,5,5000 mAh,MediaTek Helio G35 Processor,"₹9,499"
322,"realme GT Master Edition (Daybreak Blue, 128 GB)",6,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹20,999"
323,"realme GT Master Edition (Cosmos Black, 128 GB)",6,128,64,32,4300 mAh,Qualcomm Snapdragon 778G Processor,"₹20,999"
324,"realme GT Neo 3T (Shade Black, 256 GB)",8,256,64,16,5000 mAh,Qualcomm Snapdragon 870 Processor,"₹38,999"
325,"realme 9 Pro 5G (Midnight Black, 128 GB)",8,128,64,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹20,999"
326,"realme C25_Y (Glacier Blue, 128 GB)",4,128,50,8,5000 mAh,Unisoc T618 Processor,"₹11,999"
327,"realme C25 (Watery Blue, 64 GB)",4,64,13,8,6000 mAh,MediaTek Helio G70 Processor,"₹9,999"
328,"realme C25 (Watery Grey, 128 GB)",4,128,13,8,6000 mAh,MediaTek Helio G70 Processor,"₹10,999"
329,"realme 9 Pro 5G (Aurora Green, 128 GB)",8,128,64,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹20,999"
330,"realme 8i (Space Purple, 128 GB)",6,128,50,16,5000 mAh,MediaTek Helio G96 Processor,"₹17,999"
331,"realme C25 (Watery Blue, 128 GB)",4,128,13,8,6000 mAh,MediaTek Helio G70 Processor,"₹10,999"
332,"realme C25 (Watery Grey, 64 GB)",4,64,13,8,6000 mAh,MediaTek Helio G70 Processor,"₹9,999"
333,"realme 9 Pro 5G (Sunrise Blue, 128 GB)",6,128,64,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹18,999"
334,"realme 3i (Diamond Blue, 64 GB)",4,64,13,13,4230 mAh,MediaTek Helio P60 Octa Core 2.0 GHz Processor,"₹10,499"
335,"realme 9 Pro 5G (Aurora Green, 128 GB)",6,128,64,16,5000 mAh,Qualcomm Snapdragon 695 Processor,"₹18,999"
336,"realme 8 5G (Supersonic Black, 128 GB)",8,128,48,16,5000 mAh,MediaTek Dimensity 700 (MT6833) Processor,"₹18,499"
337,"realme Narzo 30A (Laser Black, 32 GB)",3,32,13,8,6000 mAh,MediaTek Helio G85 Processor,"₹8,999"
338,"realme 9 (Stargaze White, 128 GB)",6,128,108,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹16,999"
339,"realme C25Y (Glacier Blue, 128 GB)",4,128,50,8,5000 mAh,Unisoc T610 Octa Core Processor,"₹13,999"
340,"realme 9 (Stargaze White, 128 GB)",8,128,108,16,5000 mAh,Qualcomm Snapdragon 680 Processor,"₹17,999"
341,"realme Narzo 30A (Laser Blue, 32 GB)",3,32,13,8,6000 mAh,MediaTek Helio G85 Processor,"₹8,999"
342,"realme 6 (Comet White, 64 GB)",4,64,64,16,4300 mAh,MediaTek Helio G90T Processor,"₹13,999"
343,"realme 8 5G (Supersonic Blue, 128 GB)",8,128,48,16,5000 mAh,MediaTek Dimensity 700 (MT6833) Processor,"₹18,499"
344,"realme 8 5G (Supersonic Black, 128 GB)",4,128,48,16,5000 mAh,MediaTek Dimensity 700 (MT6833) Processor,"₹16,499"
345,"realme 8 5G (Supersonic Black, 64 GB)",4,64,48,16,5000 mAh,MediaTek Dimensity 700 (MT6833) Processor,"₹15,499"
346,"realme 8 5G (Supersonic Blue, 64 GB)",4,64,48,16,5000 mAh,MediaTek Dimensity 700 (MT6833) Processor,"₹15,499"
347,"realme Narzo 30A (Laser Black, 64 GB)",4,64,13,8,6000 mAh,MediaTek Helio G85 Processor,"₹9,999"
348,"SAMSUNG Galaxy F04 (Opal Green, 64 GB)",4,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹8,499"
349,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",4,128,50,8,6000 mAh,Exynos 850 Processor,"₹11,999"
350,"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)",4,128,50,8,6000 mAh,Exynos 850 Processor,"₹11,999"
351,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",4,64,50,8,6000 mAh,Exynos 850 Processor,"₹10,999"
352,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",4,64,50,8,6000 mAh,Exynos 850 Processor,"₹10,999"
353,"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)",4,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹8,499"
354,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",6,128,50,13,6000 mAh,"Exynos 1330, Octa Core Processor","₹14,490"
355,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)",6,128,50,13,6000 mAh,"Exynos 1330, Octa Core Processor","₹14,490"
356,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",4,64,50,8,6000 mAh,Exynos 850 Processor,"₹10,999"
357,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",6,128,50,8,5000 mAh,Qualcomm Snapdragon 750G Processor,"₹16,999"
358,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)",4,128,50,8,6000 mAh,Exynos 850 Processor,"₹11,999"
359,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)",4,128,50,13,6000 mAh,"Exynos 1330, Octa Core Processor","₹13,490"
360,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",4,128,50,13,6000 mAh,"Exynos 1330, Octa Core Processor","₹13,490"
361,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)",4,128,50,13,6000 mAh,"Exynos 1330, Octa Core Processor","₹13,490"
362,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)",6,128,50,8,5000 mAh,Qualcomm Snapdragon 750G Processor,"₹16,999"
363,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)",6,128,50,13,6000 mAh,"Exynos 1330, Octa Core Processor","₹14,490"
364,"SAMSUNG Galaxy M04 (Light Green, 64 GB)",4,64,13,5,5000 mAh,MediaTek Helio P35 Processor,"₹8,093"
365,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",6,128,50,8,5000 mAh,Qualcomm Snapdragon 750G Processor,"₹16,999"
366,"SAMSUNG Galaxy M04 (Dark Blue, 64 GB)",4,64,13,5,5000 mAh,MediaTek Helio P35 Processor,"₹7,985"
367,SAMSUNG GURU MUSIC 2,8,0,0,0,800 mAh,0 0 0 208MHz Processor,"₹2,380"
368,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4,128,50,8,5000 mAh,Qualcomm Snapdragon 750G Processor,"₹15,999"
369,"SAMSUNG Galaxy S22 Plus 5G (Phantom Black, 128 GB)",8,128,50,10,4500 mAh,Qualcomm Snapdragon 8 Gen 1 Processor,"₹49,999"
370,"SAMSUNG Galaxy A14 5G (Black, 128 GB)",6,128,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹18,999"
371,"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",4,64,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹16,499"
372,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",4,128,50,8,5000 mAh,Qualcomm Snapdragon 750G Processor,"₹15,999"
373,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)",6,128,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹18,999"
374,"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",6,128,50,8,5000 mAh,Qualcomm Snapdragon 695 (SM6375) Processor,"₹21,999"
375,"SAMSUNG Galaxy Z Flip3 5G (Phantom Black, 128 GB)",8,128,12,10,3300 mAh,Qualcomm Snapdragon 888 Octa-Core Processor,"₹49,999"
376,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",6,128,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹18,999"
377,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)",8,128,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹20,999"
378,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",8,128,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹20,999"
379,"SAMSUNG Galaxy S22 Plus 5G (Green, 128 GB)",8,128,50,10,4500 mAh,Qualcomm Snapdragon 8 Gen 1 Processor,"₹49,999"
380,"SAMSUNG Galaxy A34 5G (Awesome Violet, 256 GB)",8,256,48,13,5000 mAh,"Dimensity 1080, Octa Core Processor","₹32,999"
381,"SAMSUNG Galaxy A14 5G (Light Green, 64 GB)",4,64,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹16,499"
382,"SAMSUNG Galaxy A34 5G (Awesome Graphite, 128 GB)",8,128,48,13,5000 mAh,"Dimensity 1080, Octa Core Processor","₹30,999"
383,"SAMSUNG Galaxy A14 5G (Black, 64 GB)",4,64,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹16,499"
384,"SAMSUNG Galaxy A34 5G (Awesome Lime, 128 GB)",8,128,48,13,5000 mAh,"Dimensity 1080, Octa Core Processor","₹30,999"
385,"SAMSUNG Galaxy A34 5G (Awesome Violet, 128 GB)",8,128,48,13,5000 mAh,"Dimensity 1080, Octa Core Processor","₹30,999"
386,"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",8,128,48,13,5000 mAh,"Dimensity 1080, Octa Core Processor","₹30,999"
387,"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",6,128,50,8,5000 mAh,Qualcomm Snapdragon 695 (SM6375) Processor,"₹21,999"
388,"SAMSUNG Galaxy A54 5G (Awesome Graphite, 256 GB)",8,256,50,32,5000 mAh,"Exynos 1380, Octa Core Processor","₹40,999"
389,"SAMSUNG Galaxy A23 (Blue, 128 GB)",6,128,50,8,5000 mAh,Octa-core(EXYNOS) Processor,"₹17,499"
390,"SAMSUNG Galaxy A23 (Blue, 128 GB)",6,128,50,8,5000 mAh,Octa-core(EXYNOS) Processor,"₹17,499"
391,"SAMSUNG Galaxy A54 5G (Awesome Graphite, 256 GB)",8,256,50,32,5000 mAh,"Exynos 1380, Octa Core Processor","₹40,999"
392,"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)",8,128,12,32,4500 mAh,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹39,999"
393,"SAMSUNG Galaxy A23 (Black, 128 GB)",6,128,50,8,5000 mAh,Octa-core(EXYNOS) Processor,"₹17,499"
394,"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)",8,128,12,32,4500 mAh,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹39,999"
395,"SAMSUNG Galaxy A14 5G (Black, 128 GB)",8,128,50,13,5000 mAh,SEC S5E8535 (Exynos 1330) Processor,"₹20,999"
396,"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)",8,128,12,32,4500 mAh,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹39,999"
397,"SAMSUNG Galaxy A04e (Copper, 64 GB)",3,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹9,999"
398,"SAMSUNG Galaxy A54 5G (Awesome Violet, 256 GB)",8,256,50,32,5000 mAh,"Exynos 1380, Octa Core Processor","₹40,999"
399,"SAMSUNG Galaxy S20 FE (Cloud Lavender, 128 GB)",8,128,12,32,4500 mAh,Exynos Octa Core Processor,"₹29,900"
400,"SAMSUNG Galaxy A04e (Light Blue, 64 GB)",3,64,13,5,5000 mAh,Mediatek Helio P35 Processor,"₹9,999"
401,"SAMSUNG Galaxy A04s (Green, 64 GB)",4,64,50,5,5000 mAh,Exynos Octa Core Processor Processor,"₹12,499"
402,"SAMSUNG Galaxy S23 5G (Green, 256 GB)",8,256,50,12,3900 mAh,Qualcomm Snapdragon 8 Gen 2 Processor,"₹79,999"
403,"SAMSUNG Galaxy A23 (Blue, 128 GB)",8,128,50,8,5000 mAh,Octa-core(EXYNOS) Processor,"₹19,999"
404,"SAMSUNG Galaxy A04s (Black, 64 GB)",4,64,50,5,5000 mAh,Exynos Octa Core Processor Processor,"₹12,499"
405,"SAMSUNG Galaxy A23 (Peach, 128 GB)",6,128,50,8,5000 mAh,Octa-core(EXYNOS) Processor,"₹17,499"
406,"SAMSUNG Galaxy A34 5G (Awesome Lime, 256 GB)",8,256,48,13,5000 mAh,"Dimensity 1080, Octa Core Processor","₹32,999"
407,"SAMSUNG Galaxy A04 (Black, 128 GB)",4,128,50,5,5000 mAh,Mediatek Helio P35 Processor,"₹12,999"
408,"SAMSUNG Galaxy S23 5G (Cream, 256 GB)",8,256,50,12,3900 mAh,Qualcomm Snapdragon 8 Gen 2 Processor,"₹79,999"
409,"SAMSUNG Galaxy F22 (Denim Black, 64 GB)",4,64,48,13,6000 mAh,MediaTek Helio G80 Processor,"₹11,499"
